200001,col003_E84cOFFlSgxc3JMDUz20yEXjRttYgkFV93FIMD8k7H0kV3uFhZ,col004_z0WRY1PixDSyHBPkYIMAsiU6SsaVwPii9KWUOlsIMjj01KLm4u
200002,col003_blyK3Nt67jVQKn4spbjb6jfHVvKtUrwU1UtPOTf69L5VWF0Wgo,col004_w6EXJa3Y8Hh6aiSSPBAVrBwINfdTi5iWcNB8DDH9eXZGKGezcY
200003,col003_ejfeW6iYZNjtfWaIor2dgRorQSTKqpx69U1bLN5GOflweR65UX,col004_yOIQTn3dF4uIATmhGVZ5Gpt7WXW6U8yHPyR1FvwnfftcaV4W2E
200004,col003_tamIbGic6LIVTjsVmJr2PNz8MEdunJzqsK2PEhjWBgiBLaffOG,col004_fdF7HbYo787ToSA8Z9mJsT25KWkiFtPVYLLXtJDgnpYbQhrzFA
200005,col003_OHg3G1FGvHYtCr2rlfjZbLaqSkVb6Z0qS7hDutyyC0ZAwwDWFE,col004_J8QSQjI6LWNFOTSIQNBBvSZyy9qo4Bnp0K3x9kcEKScSUX5jxX
200006,col003_LR2Pn6Q3Qd6jb7k4eb08hxJRiftnuv3NeaeUWIyTjCUgw6ZIFL,col004_h73Jt1jmYftH7nCtZOrYhzWMJYuuuFv2NP1Vj7Wukwt2QTEdbJ
200007,col003_7kvXYsB7JJixpiHFeNmAq1A2koBXmUdUgmJPtEN2OmTh4LqgCf,col004_NmWqW3ixkmJwIvhzX8HPKuRv1VY5rnJ0502sAQ9oghaZxCm2bW
200008,col003_nJ8JngtuhFry5QgExFU91HT7Q5dnCNK2vzT6trR8Pv9sHH1Nfu,col004_isLUn70lKU4ugh6ret1LADivGEdhISl2jGoFmnsAYk1mmQWEaS
200009,col003_aZ4LHUW5YAXX8P5ECutNriNgQqvJIB6fWmERxLkXQSbjm7lAZM,col004_cKozbv5iqfU7QVMovwxJlQ9BvpsZquYnzdYp1XAeojciAkaYIB
200010,col003_DDwXDU0QN9Du5ejfA1TNBd9QR1DmSQCUEuKpC4r0fY9li72Sl5,col004_cnJDfvOUkFOS2zNUyBh9oJ5YVrjp7Aha19w2WSIdeowMdoMAlJ
200011,col003_NvuPntZhH3iNCqATojkIKyPtzavECh1b10Rb11xQU210iGrl4w,col004_V2offLyTpOa7IqWySbCHmTvlKR2BUDx0siFmJm77Ab5L54SbEO
200012,col003_i91rR8JzuDgkn6VIs8XFlJaZoRpmws59mi6hwroVQAO2Cjicry,col004_YGRz12DzYxzUrVDHs0GXBuaPavIBI7eHf6YXffgIOuql7a94Sw
