100001,col001_MMyhMOWHfZ0GeTH8Rwvn0KdCqABxaKMTccCLgPSRcORdvDTiu0,col002_5uXGnYJ9ZrC0O2qa4H2aEJRlYvjuRt64tLcWcivBz8K2q9KsAS
100002,col001_LqpVnshUKUKSbKWQBzq0HpCxP8mXws9rqp9lzRF0cOYkCP1Nqy,col002_7h9EZn0T12S7WDx0dY8KFRnpHTEIq3qE5YKNpgEYkGMNOxawvH
100003,col001_OuphjbBJLmcWXgL8D1sTKGBdCBD9v1t0ayjSo4EEl9of5i7lzK,col002_6TUY0RMzkOnRuUn0QAwf4AvXRB3SmBvS9zcNH5FvaZsoq4hfsF
100004,col001_BpFoaSiR1DC5tIEHOIKTjRfy5N0bPpeoBlk3Ctp3NIRDTfFOgm,col002_SMFmNgI1cTFyH048ohWrvPQDjBG4xxCqu5GN5ScCqp4R538oVs
100005,col001_gHhaNB5usD2QpfnF9IqsGGiaWxbaC2lACI4vMQQP5UuVdALW1Q,col002_SL2zUBlKOQ5X7HIwysCZR7pn5xrmpP9m9fXCizpStkUE68KUET
100006,col001_3DQnIBc6IO2pJrGeBdKIYFpbdMROMCq298PO71KDi9b8gdcWOL,col002_XOdk4t324M9z4bzgCi9psSRXVcSyEhkjnMSahdlhksEfZMh3qe
100007,col001_h08xpnJsWej9IqNvELhKIy5koO4iM0y85H7sAPvA3riadOo0Ns,col002_HI4DAvLDM9anBmpuA1alZKdKWTJv5YWI44wRKNdLXRNc6as3bY
100008,col001_PlPcLiIUDQ2xwoU7Y72fmMmrQR6iFfsaNVqIb8FQAlxmoP9OWX,col002_DmE3KFJ1XTwZiTeOaHjw6armSzAspEctCyQCg9hKJl4NHCmDAB
100009,col001_rthN48zGLMTq4XhfqUkFZS6oBt8RwEsgyLc6tuEDyj4xzvRnqC,col002_MkYITTa7WBc8MkaqCoNgaqHTCdlZAYPug1UqyTpIJUHDvO1JOv
100010,col001_HMoWcHvHo9W7uA7rsa2oA9CsB6wWMPsMXQjctYHVuKru93MKPH,col002_IX6BbzsQTqt5GDculZnQCf03YceOHLCQNSTYia82ySMWuNqlXH
100011,col001_RQxYY4cj7lsFy0VLRIFtngnp7rd2c7qhs7AZa9YFRAGrqu60rK,col002_T8O3OWVFm76HOWXRie3pIotrLmveclcyymH5vC82gB9orktP5R
100012,col001_5LMVht8OfLUEJD9DNrjo5qChd2IOmcGtC08mKYR3pTlMb4TiOq,col002_h3TpzrNhh9M75jS96FP70k2nvngujidZ8vsiJbuo5E1WxgWA6s
100013,col001_vVNH9Hqd4hT9iGdfoXLNaqQRe8ucr8gKTW7yuNQ39cjh87njTe,col002_Apgo6GVhwfSrI9LFqAsA15hyG2ZXnJDXRjlFKLwmaSTF5OUy0S
100014,col001_4F2AL3ugIRqB6WlWvLD66OFBkXc67AldwPCgTNLJuRXuNkxGjN,col002_zS5oyXTggUSqKACsc0gfcHdcOjqmL2ANoErStfvUFYvVZBQBV5
100015,col001_AMApGmgd6xfXXoxcWUEsiy1yrV3NMp1uECAVEF1zEk1XDfNbrM,col002_FScgSY5BsD2LbG5rmHytaGMyhg50XyTD4iXJHv1SNZyLD2QKVu
100016,col001_kikX20y2I59fs4CGtdS7INn7WNl6mTInGAeIXt0rPb7HcGF5ds,col002_zh69FcxRNY3VnGNW9r5un9Z77jHMTWvMCUwbdoJv00YsQYUujF
100017,col001_M0VzaFCgPBaLuguSLNcLiMT28ajEV9NS5qSe1uZ1nDzH3xwj3G,col002_KFHavOPuSfFIjvuJRHRVKdlm8LBoXAolvGdNanGlf5Vj4KOHWt
100018,col001_a3VDuk6AV69uhZNyTJerxBCI3O8v4BtPDIctyrwNQekfnlFPg1,col002_OjZDQh9ccLA1PGndi8o9Pqu66pPWC2pN1TIlXOAVMaEsikbgLq
100019,col001_hOEZh87QDUVWkdiboVbD4jUzOFurUtoOBG4DN1Z6LiwFbIRB7U,col002_eTouaYqqYvaOF6L6kc3xyFJici0oeva4ySxe0icnvdEGjQfycG
100020,col001_7W8VdCgJDRREqLcj2UsSHmTfFWZbic0ywW3qWANTV2KSidKtN1,col002_YfNOOrdp5jOUhnDYPpUotA6wpUDRGjLsM92fckCK9jSP1zxuqE
100021,col001_GQL2YodxkoNqNy7neBfsgNM6Spw4abHEYT2hHfvhMMSMQONFCM,col002_47uA0qIQjDgNWxmz0Fa1x3d7vg147GgDONdqzOhvE9PqgPa0W3
100022,col001_MyULMuewGlzNbdKa8Y70L5gqRHjScYDC6mjChRQdIB7sfCHY1C,col002_uxPXSlagKgvBLNRlTVAIiHHCX5X3ZcomdjfEe6BIdCqWdsPoH3
100023,col001_HOcsJO3TkKXxNs3Hm9nm9NESvmTpfNUvVTKzDLIZWgvhmeiUXs,col002_mVCktgRfhQbY9kmUAXcmhSBswAWxKSzYDu0YFrEvuTiABChxNY
100024,col001_wMY9ttCAbicvn1Asgr49VPie03SR4P6awTLJbmFilLQOTj2COT,col002_akxWxXVFfspJcA5pS0Aep2FCwidzxeVvOHuIk6xZh1GqSUvaAw
100025,col001_AUWWGhdNjULvRgGAiyZHc0PDED0TS1x0Ka5nO68dF5O8sbLY1N,col002_D5Q7E1ctZgxXPjOAG1Q7Aqr6CRtHNqCJRputaecJfckSe1OLzY
100026,col001_PAfUx7jbfAqiK5piM6rG8P1CwH25vlWY46JXedOFb9ElIhlBDo,col002_99tVLgPe2CdsMGgDQUeZB6DX41Yl3hvsTgNBVYafJO4OhdAaRx
100027,col001_8peZuDTcpSXymiEXX3mSA78VZHW4K69Z0RGjSapWmYoRPtiXRN,col002_vFb2DtIGeryuY50iejn5sMPkW9K3FnS4QDdMa3QjiHzmXne9gb
100028,col001_IFy91qQs5lfjENxYCE7zs0d938m8OETROTvjGOnJBYEA0Qg9P0,col002_t29YMWDQmBTvhN5Bk3JysZqOnJC4395G4X7QDnSIk0Wb0siTSN
100029,col001_oVUKN6f4SfUNe9uJenscnvg9K4BC63PAjl5QrI8C0gr7p0OqvV,col002_p2oRkDbJilDLboIWdGaOIqr4ODH3IQ9bLAZTcQKsxMIFUjouby
100030,col001_Ubt2rf7elY0mQJmw1u8xCcmEYcAKhPmR0BePZLtuQuxsfAAWHu,col002_EoljJCih9sWcjtbyIWU1dgUV3k1dZjS7Ceb2ktwmQOM7zWJefC
100031,col001_AeJj5285BJ1aiFaoeMrS7TzIUYMXHPcZl3IlYoWCt55Ag0yRSA,col002_4lR6ILhZFecoI3e6si8zGOxzopHf7XS2oRAdBrtPlbaaIcqZw0
100032,col001_dVYx7oOrHN2SSds7BmZLdbZyx0go0HmQMNvLTes0Onpqc4tKvV,col002_dDiAPrlmLUG1QdbzQdCfL2I6aHiFpew9vCzj8G9fGvbdl6h9iE
100033,col001_A5woM7UmoysbElqvIi5jQXzZwXXvTspYaJITsS6ZKxp1MA0mXk,col002_JOtv6B4QfRDQ7cJAblknviJ5yOFULAT21uOYK1KgNKvni58fVw
100034,col001_OJANyXzlu4Ov0t3WFdcgHeIOVuMGAGdKsaLnPwEOaA3Z9crLZM,col002_1K2D4DZqdjdmJVrpOXEdqiOYSugo5r7QrRhMVAJGOsHJOpnsqL
100035,col001_JELUz2vYXlV4AbYa4v1yVul9x4dH6IDusJWLIgQZ60GJZJcMTF,col002_QONbaIZKczKwnAMiGSn7oFqOtQBkQduBfadcwweFL0V2JhtOvB
