300001,col005_eRwmMKpvoZ9GnOlKQHYhc80aoNvBALOth4kvrsLaa9SkZuRfE4,col006_Kztnga87f0DFn2t56U7zdgB0wR94TChyrIpDA4BMV5Rx1VVjiz
300002,col005_nLgIue338FC9XgLapJfcu2Q96ZADVlDbV7Bk04iLZ5Lp1kaTGN,col006_uegsb84Qlq2snsqW73DXqZ1sXzigxbAaOmysLJkx1b7uMySwt9
300003,col005_Um1tlXy2eOWq2qvqdkwaxLVlM8IUWXUuUw92ANYMgOX6kIXnSd,col006_E8oP6RbNI8SSwvAifCV5bmbp3q7xtnXaacGL9ZrNWxg06vZPHs
300004,col005_Kc5oEXCpE86qeidFP7I8NsZqCExhqzvHx4Rqj1AJ4MvhICTIgc,col006_3244A3lVQ5245lbUKaeDzpR6SSL7kMr9oDbxlwNSn4awfqurYa
300005,col005_TZ5YvtYI5rlBWtOVKbCvL2OL7LRZc2SiYImFZaAkKzRsp7CEy4,col006_10hyKHn5J3W8Nnd7gGae5mH0FIJDt83EpXRKJIvBKJHr2xdtEb
300006,col005_KMYkdKQODpLR5SZ4XY2lySV6apz7Ws8RmkMHM6Q5O15XSvnhdF,col006_yWGTxW3qxZDjMnYjoxXnsFbwNwiG8ROtoC3tR0HsrnNQ6kKDza
300007,col005_I4fWdLG2zXtu8xG7XyUA3PPd256BNU6UtHyj5EcXkvByxzAOko,col006_rneQGvvWpJ3EIuy1Y9CNJkkVqsSKhx9rm7qPENjYBJYEUNlgFd
300008,col005_c6mbEtdDwhfvdYhyDde3TmsrvWUthO03GfEdxtIvt5iHAz3Dfo,col006_OMl6SYwqrbKgkvIkBIOTwqboes9nuGjlyVP3pl5tQ26Jrlpfys
300009,col005_hNOxQ46oeaiGALkt0FsmBpJtaHcnIgQEAEP1RbS6SDJCrCpCUT,col006_zQ2Gu08vjdiGGtssjVtnbKEvgJmm87sNMIPYARpU6Wzkg4hegK
300010,col005_4Z9dR5vKpoPU14kCp8NyuZmBS1ojsPytCB9otljHarbzy6oaAe,col006_GQuCebNM89SmdYfzFXeIGpdkKqch4speMHAXveLtLfWTglXbUk
300011,col005_kDtSVK7YEc7edORogyHpsrW7J1cZ7YQHVYiknQ1YIhnGOM3bKO,col006_cILgp1pnvQDnOYRNtCWivvtJgXBos9HcnmXg0d6ZTwjque3wxg
300012,col005_Jnvn1n0S414SZIdREnDN7KuSmpB81fdZaSrRD5xpZZaiualFTt,col006_VmHv3xoqgneeuGgDhHtANpAhvv5tNqbAPza7ZpS2HuSJYquqjZ
300013,col005_uMyoDO3ezW9jHwD2umUTcmAeeW4glFlfESYqvvQZUcDlNkuvW5,col006_kOyVT5pD37T2WYGurwP45zCxV9KCwGTWC9ZtvmzCqbVX4GuQOL
300014,col005_sHOP1Cw9KFb66wOUtChJx1l2JouBMHzeMnMDK3uZl0ZTctB96i,col006_vbZJwQrguINVX28YSZE4XvJismrd0dMDS38PLcSnP802Z95pvn
300015,col005_VG0iC1LMMwmJ5TPkuKaVtUJ4j7XmmXSLdjCNvRaVd39EpVUa8e,col006_2WeV2ysTwgWIeWhFJicr1c6huGhbm0yARo71shHrCdBPVxFt3E
300016,col005_VW8ewC6BLNODOx4pHcOnQgUJbjzCmxFobVKkrHSsmB2xReRwLH,col006_xk4MydvqtVFXx0dKxiegxYSZIFaO60fogG7CNvStQshJWELDTs
