GM4GYHvSy5RobkB9GUSF,col005_eXn8PgaOQLdPJNGY3emDP4X9bz4QOIOX72HQksoJ3te3wtBlSr,col006_Xw7nYEdnV0Rp6wc7yTEvFSZExYdSDrkb9Ji6ymt3zlyS8FpOb8
H18XbQo02ZwM9QFdbKMy,col005_wvr6MVJEyciR87g021xLXaeBSkNk7mXUwhGQMkamHPDJjIGKD3,col006_sNmsOAV0JZs7L8XfsHmAbkVoeZrMYk8sRVbb3zcxgAO8fzscHS
OSLGHGOdqbYvkO8N0tP2,col005_pq9Pntf1EfQMTDgS5rZTFMqLQWkFeJiD2eb58ouZIm0Gcr0c3P,col006_NzHbq0BGpwCSSVa3ndR2P6dlRnG262PquI7djPc6hYkN0CODqL
FJYAVGZW5NfXnYKdn3av,col005_M1fpRfhOgCrjiIL37BUwDMoI8l32XHl9uqjYe1pSaXu4zmJ8qx,col006_eeWiYFNRllu1gSqOnLrAnr2mmcFTS9eMqgnOWZr5lyUC92B3ut
8Jlz1r5PqGeAHGIRdDLa,col005_ozYId7tXOlAFYcjjOk5Kot8XamgM1Nfel050lKNJpGMTy8ivvl,col006_VPPESeSIyNUhCIMiCpxNDPcEAFvrMXc1gPiSdXzZzPr83auwvk
mZz2MUk8ilATuc1SYdS0,col005_7hkOdcGmoKrjyrpo62gazrdvOlygLKgnmQgudR53joFi12d8aK,col006_XfAoVussrPB8WL8ZinpRfIjB0l5HwmmXsiKeRbtprmmHFar6I2
qMC8YFu9l7FuQHF7dJrp,col005_ARmjKCStq5wDSQnPhVAWeeKC6eqQKxdeKU6pgZrwSn2kusEh5n,col006_MmcP5J0Ke5Ya5pSnnEgs4j0iBJDNmIU7q1lcOjKwa2NOKfYWz4
q56s0O4I01QjSlcK08n0,col005_O849kj1uzEVKxAG1CdaMz1FkrzxUriOObXKwFw8yTkcMRI9hgD,col006_vtsGGHzosG2EebZNUWMTDuO6Z5o8rmjJeT106HAlIbTb98lyW4
A3RkuNZ1NAerZAAkNupH,col005_ayfRLr2Jtbmkghl5qRT4CzYdNCPZTzvSOlVN2UJ4RbAsQsSJNH,col006_bjir8a5nvLQRlSGqqwcJfJ9LDctFtbC7ktWEVSIbg4F7cg8XvF
Kfe1kO092sX5jE1WbjhS,col005_4gsRj0RQU7OJJ0kDx5RcF9NkpUgHEn4PIo8szqTZ2ZeMyxOfIB,col006_2nebcn0vFDfK6DHS7Pw5cQcI1AcKOTVclg8LoQMbZSkNY1m4hY
