100001,col001_Wnlt6EfGmvAOTHw2MjAE3kGCGbWa2WFqsAqjSnD8ZzWlVsB9tN,col002_aG7aw4U0Fla47pNZLg7N0maFRjXjMxScqatq3eNHEoL4GSrmcm
100002,col001_Sx04mxwSdFGtNSI7yIIK7vKMR9KGwdPCM8WuqSBvdJqitUA07Z,col002_hPaMY9PepVxFUvjuGfu1VmdhnXUl5SP3TWB6Z5syEMoIBVCVgc
100003,col001_j1u81OaOJn7j77Q59IM8XFOy6mVBwlo2xWwUPJL5WBph80PR93,col002_79kCzX1oVxch7H5n2arNkCfQSpwol4ujX98wsnd4Bg03jQYDiu
100004,col001_acmvem1icK4fOp48rWymd6q2hRkJwrM6qM2qX6qcOnsQiktEO7,col002_qCNHh7dn1aVip216QCrnzpGEiZrAFmaIouOop5SVYMGmw3UQKg
100005,col001_jMpaC9PlObC1YhMeWfaUZSpyV8Pheagdgpgi0wyYTKLraYnSeS,col002_TgIdq7uOqrutC3NUysfO2VCdzmrNKGGOeHTWqDLe5uCn3wc5ns
100006,col001_8hNUrIs4MmJ62zE6rfNTTpomQUXLCMEyGbOKaPEHn2Oc9iShLB,col002_SsVlNmRMhNd9VyOHOxbni5v5UdPmxgl6cp4ymUoeqXEjBbTi0b
100007,col001_U4WfAIKVlmJjV1FS2qp1sqfGp1IjYF7CVZXHj9wZJDvHBHERUn,col002_kRRFoWjjrr3dEJ3Ubr59FTbrxJKu437QGjdH2VpHVMxxoj4aDS
100008,col001_zsnU6EHwJoj3Y06iU7qg2EWWffTsEwTs6AT8ISF3RrXG2NyeO4,col002_xQ6bQBRt91wWlDvGIWOU9bTt4JBXmxCX7fL9yTqK3WcAqF2ox4
100009,col001_riZoGRNeFtqkwCSNJsk4YL7R3JPDroIQ42j1OVT2dK0usdphHc,col002_OAgAxkTCf84ApC6QgBHTLdykgSGyRnO3OgS5TNTKDYUMvjLGM3
100010,col001_femfYkH1zENkdK508F9CUXqMHPs7VNKjr5syau9daq1efGQajb,col002_3jVVrtZD2HY5j8pFV8kGyEjI24heGveKga5R82r9kO5NkK3W2c
100011,col001_f4KBbv7BngogeD84wkM26jM9zaOjcgXDoKyaZilx3Itk96Vum3,col002_RZlprkYS8woYjsiivlc4AlYDg1QVpng0IaHlKMrTRQj3vYZFpW
100012,col001_1SNdWJ7zEfHvUBFg0OyHX1illCMRlgxOmwDVdtUmRAPGQND9fR,col002_jcrXDEYeueIV0sYXHWgHw0o2c3AsFJjZbOEg8qvF2DdZpwOeia
100013,col001_SVem6n1AZS91EVbnDTPVnZ2SoSDeO1Cp5kFMzbU51snLqc6cZY,col002_wGUqyzKpIyhwmsk8JzBNPe0yPIdVlRZoSh5Y6p5usX98nUSScg
100014,col001_8EmCHk38jwsWf2jp1b8IrSJ5MD0nlY4NwmeqxOPxdBqyiMBXIr,col002_QXdReshCJjzoC08RaLtVdOAgNjswVMb2ndsuMdvSZGUkJMAtUa
100015,col001_MuQVLJGLnr7fE1INu2YVdLDVXPrezuMK7vqscEquCXrc7zq1RJ,col002_RA7GCZg4sx9oikbUnwx9L6h1cfwsVykCWczzi7u9NLUIhbRsvw
100016,col001_Svv3RtYrqA59s4Est17m0urlHUcA3MddmC2sJRPRZMrL0xeJJB,col002_1RxateDpUOkCI1XcqrDfLd1sL2ZXV7nCjzoPrweiSkugEl5t6T
